Dataset_Task_ID,Name,Ref,N,d,C,perc_cat,Subset,Metric,Setting,Model,Score,BestScore,improvability
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,CatBoost,9.36,9.08,2.991452991452985
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,CatBoost,9.34,9.28,0.6423982869379069
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,CatBoost,9.34,9.22,1.2847965738757947
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,CatBoost,0.944,0.944,0.0
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,CatBoost,0.944,0.944,0.0
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,CatBoost,0.943,0.946,0.30000000000000027
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,CatBoost,0.252,0.228,9.52380952380952
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,CatBoost,0.239,0.223,6.694560669456062
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,CatBoost,0.239,0.222,7.112970711297066
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,CatBoost,0.621,0.59,4.991948470209344
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,CatBoost,0.605,0.605,0.0
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,CatBoost,0.605,0.599,0.9917355371900836
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,EBM,0.991,0.993,0.20000000000000018
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,EBM,0.991,0.992,0.10000000000000009
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,EBM,0.991,0.993,0.20000000000000018
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,EBM,0.839,0.882,4.300000000000004
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,EBM,0.841,0.883,4.200000000000004
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,EBM,0.842,0.883,4.100000000000003
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,EBM,749.9,724.0,3.453793839178554
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,EBM,750.0,733.2,2.239999999999994
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,EBM,745.7,726.6,2.5613517500335288
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,EBM,0.862,0.872,1.0000000000000009
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,EBM,0.864,0.874,1.0000000000000009
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,EBM,0.864,0.874,1.0000000000000009
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,EBM,0.852,0.873,2.100000000000002
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,EBM,0.863,0.875,1.200000000000001
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,EBM,0.866,0.878,1.200000000000001
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,EBM,0.659,0.671,1.200000000000001
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,EBM,0.662,0.671,0.9000000000000008
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,EBM,0.665,0.673,0.8000000000000007
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,EBM,0.744,0.744,0.0
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,EBM,0.743,0.744,0.10000000000000009
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,EBM,0.743,0.744,0.10000000000000009
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,EBM,0.813,0.822,0.9000000000000008
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,EBM,0.81,0.82,0.9999999999999898
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,EBM,0.812,0.819,0.6999999999999895
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,EBM,7.433,7.379,0.7264899771290229
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,EBM,7.424,7.367,0.7677801724137981
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,EBM,7.412,7.362,0.6745817593092259
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,EBM,0.864,0.866,0.20000000000000018
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,EBM,0.865,0.867,0.20000000000000018
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,EBM,0.865,0.867,0.20000000000000018
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,EBM,0.8,0.805,0.5000000000000004
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,EBM,0.8,0.804,0.40000000000000036
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,EBM,0.801,0.805,0.40000000000000036
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,EBM,0.751,0.751,0.0
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,EBM,0.745,0.745,0.0
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,EBM,0.748,0.748,0.0
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,EBM,0.475,0.432,9.052631578947365
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,EBM,0.446,0.431,3.363228699551572
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,EBM,0.445,0.43,3.3707865168539355
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,EBM,0.903,0.915,1.200000000000001
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,EBM,0.905,0.916,1.100000000000001
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,EBM,0.906,0.919,1.3000000000000012
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,EBM,0.984,0.987,0.30000000000000027
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,EBM,0.985,0.986,0.10000000000000009
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,EBM,0.985,0.987,0.20000000000000018
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,EBM,0.872,0.761,12.729357798165136
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,EBM,0.859,0.744,13.38766006984866
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,EBM,0.853,0.734,13.95076201641266
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,EBM,0.905,0.859,5.0828729281768
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,EBM,0.904,0.873,3.4292035398230123
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,EBM,0.898,0.86,4.2316258351893135
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,EBM,0.087,0.074,14.942528735632182
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,EBM,0.081,0.073,9.876543209876552
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,EBM,0.081,0.067,17.28395061728395
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,EBM,2.01,1.119,44.32835820895522
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,EBM,1.955,1.112,43.12020460358056
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,EBM,1.935,1.074,44.49612403100775
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,EBM,0.043,0.016,62.7906976744186
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,EBM,0.036,0.022,38.88888888888889
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,EBM,0.034,0.019,44.117647058823536
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,EBM,0.762,0.766,0.40000000000000036
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,EBM,0.763,0.766,0.30000000000000027
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,EBM,0.763,0.766,0.30000000000000027
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,EBM,0.742,0.756,1.4000000000000012
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,EBM,0.743,0.754,1.100000000000001
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,EBM,0.743,0.756,1.3000000000000012
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,EBM,0.922,0.928,0.6000000000000005
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,EBM,0.924,0.932,0.8000000000000007
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,EBM,0.924,0.931,0.7000000000000006
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,EBM,0.754,0.761,0.7000000000000006
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,EBM,0.757,0.773,1.6000000000000014
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,EBM,0.761,0.773,1.200000000000001
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,EBM,4.442,4.214,5.132823052678968
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,EBM,4.429,4.171,5.825242718446601
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,EBM,4.371,4.118,5.7881491649508146
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,EBM,0.79,0.793,0.30000000000000027
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,EBM,0.782,0.795,1.3000000000000012
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,EBM,0.787,0.796,0.9000000000000008
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,EBM,0.783,0.788,0.5000000000000004
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,EBM,0.783,0.788,0.5000000000000004
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,EBM,0.784,0.788,0.40000000000000036
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,EBM,0.985,0.995,1.0000000000000009
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,EBM,0.986,0.995,0.9000000000000008
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,EBM,0.986,0.996,1.0000000000000009
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,EBM,0.84,0.844,0.40000000000000036
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,EBM,0.839,0.842,0.30000000000000027
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,EBM,0.84,0.84,0.0
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,EBM,618.2,520.7,15.771594953089613
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,EBM,613.7,520.7,15.153984031285644
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,EBM,612.4,510.3,16.67210973220117
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,EBM,0.971,0.992,2.100000000000002
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,EBM,0.975,0.989,1.4000000000000012
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,EBM,0.976,0.989,1.3000000000000012
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,EBM,4549.2,4508.4,0.8968609865470891
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,EBM,4499.7,4499.7,0.0
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,EBM,4499.3,4490.4,0.1978085479963671
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,EBM,0.799,0.801,0.20000000000000018
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,EBM,0.799,0.801,0.20000000000000018
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,EBM,0.799,0.801,0.20000000000000018
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,EBM,0.174,0.174,0.0
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,EBM,0.176,0.174,1.1363636363636374
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,EBM,0.175,0.174,0.571428571428572
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,EBM,0.231,0.204,11.688311688311698
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,EBM,0.229,0.203,11.35371179039301
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,EBM,0.228,0.199,12.719298245614032
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,EBM,0.802,0.848,4.5999999999999925
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,EBM,0.807,0.851,4.399999999999993
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,EBM,0.807,0.852,4.499999999999993
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,EBM,0.735,0.776,4.100000000000003
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,EBM,0.734,0.761,2.7000000000000024
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,EBM,0.736,0.773,3.7000000000000033
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,EBM,0.826,0.846,2.0000000000000018
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,EBM,0.831,0.845,1.4000000000000012
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,EBM,0.833,0.846,1.3000000000000012
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,EBM,0.569,0.405,28.822495606326882
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,EBM,0.562,0.439,21.88612099644129
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned + Ens.,EBM,0.557,0.428,23.159784560143635
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Default,EBM,10420.0,7985.0,23.36852207293666
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned,EBM,9882.0,7829.0,20.775146731430887
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned + Ens.,EBM,9823.0,7711.0,21.50055991041433
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Default,EBM,0.931,0.937,0.6000000000000005
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned,EBM,0.931,0.937,0.6000000000000005
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned + Ens.,EBM,0.931,0.937,0.6000000000000005
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Default,EBM,4.241,2.912,31.336948832822443
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned,EBM,4.234,3.056,27.822390174775624
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned + Ens.,EBM,4.226,2.985,29.365830572645528
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Default,EBM,0.962,0.974,1.200000000000001
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned,EBM,0.962,0.979,1.7000000000000015
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned + Ens.,EBM,0.964,0.981,1.7000000000000015
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Default,EBM,0.931,0.938,0.6999999999999895
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned,EBM,0.931,0.934,0.30000000000000027
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned + Ens.,EBM,0.933,0.936,0.30000000000000027
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Default,EBM,0.77,0.783,1.3000000000000012
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned,EBM,0.763,0.772,0.9000000000000008
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,EBM,0.767,0.771,0.40000000000000036
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Default,EBM,0.118,0.107,9.322033898305083
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned,EBM,0.119,0.103,13.445378151260506
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,EBM,0.117,0.099,15.384615384615385
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Default,EBM,0.565,0.534,5.4867256637168005
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned,EBM,0.561,0.529,5.704099821746885
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned + Ens.,EBM,0.56,0.527,5.892857142857148
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,EBM,10.53,9.08,13.770180436847099
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,EBM,10.43,9.28,11.025886864813044
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,EBM,10.21,9.22,9.696376101860922
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,EBM,0.942,0.944,0.20000000000000018
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,EBM,0.94,0.944,0.40000000000000036
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,EBM,0.941,0.946,0.5000000000000004
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,EBM,0.357,0.228,36.1344537815126
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,EBM,0.357,0.223,37.535014005602235
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,EBM,0.357,0.222,37.81512605042017
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,EBM,0.679,0.59,13.107511045655388
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,EBM,0.678,0.605,10.766961651917413
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,EBM,0.675,0.599,11.259259259259268
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,FastAIMLP,0.988,0.993,0.5000000000000004
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,FastAIMLP,0.989,0.992,0.30000000000000027
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,FastAIMLP,0.991,0.993,0.20000000000000018
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,FastAIMLP,0.854,0.882,2.8000000000000025
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,FastAIMLP,0.853,0.883,3.0000000000000027
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,FastAIMLP,0.866,0.883,1.7000000000000015
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,FastAIMLP,760.5,724.0,4.79947403024326
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,FastAIMLP,761.2,733.2,3.6784025223331582
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,FastAIMLP,756.3,726.6,3.9270130900436246
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,FastAIMLP,0.859,0.872,1.3000000000000012
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,FastAIMLP,0.863,0.874,1.100000000000001
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,FastAIMLP,0.864,0.874,1.0000000000000009
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,FastAIMLP,0.85,0.873,2.300000000000002
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,FastAIMLP,0.857,0.875,1.8000000000000016
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,FastAIMLP,0.86,0.878,1.8000000000000016
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,FastAIMLP,0.647,0.671,2.400000000000002
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,FastAIMLP,0.656,0.671,1.5000000000000013
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,FastAIMLP,0.662,0.673,1.100000000000001
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,FastAIMLP,0.737,0.744,0.7000000000000006
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,FastAIMLP,0.741,0.744,0.30000000000000027
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,FastAIMLP,0.741,0.744,0.30000000000000027
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,FastAIMLP,0.806,0.822,1.5999999999999903
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,FastAIMLP,0.814,0.82,0.6000000000000005
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,FastAIMLP,0.814,0.819,0.5000000000000004
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,FastAIMLP,8.188,7.379,9.880312652662445
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,FastAIMLP,8.085,7.367,8.880643166357462
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,FastAIMLP,8.06,7.362,8.660049627791567
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,FastAIMLP,0.829,0.866,3.7000000000000033
